ACTIONID	USERID	TARGETID	TIMESTAMP
57985	2251	4	378959.000
57986	2853	9	378965.000
57987	3094	15	378971.000
57988	2119	8	378977.000
57989	3160	14	378980.000
57990	2119	9	378986.000
57991	3160	3	378986.000
57992	1902	5	379004.000
57993	3125	5	379007.000
57994	3125	15	379008.000
57995	267	9	379011.000
57996	3160	13	379016.000
57997	3134	7	379018.000
57998	3134	19	379019.000
57999	3031	7	379028.000
58000	3031	19	379028.000
58001	2122	8	379033.000
58002	1011	10	379039.000
58003	2122	5	379040.000
58004	3156	14	379044.000
58005	2671	9	379049.000
58006	3163	1	379049.000
58007	3164	1	379052.000
58008	2671	3	379053.000
58009	2119	9	379059.000
58010	1761	17	379059.000
58011	3158	14	379061.000
58012	3135	15	379061.000
58013	3156	14	379064.000
58014	3163	2	379068.000
58015	3156	14	379073.000
58016	3163	3	379073.000
58017	3158	17	379077.000
58018	3164	3	379078.000
58019	3134	14	379083.000
58020	3088	8	379087.000
58021	3156	14	379087.000
58022	479	6	379088.000
58023	3156	14	379091.000
58024	3158	7	379093.000
58025	3158	19	379093.000
58026	2688	10	379094.000
58027	2579	18	379094.000
58028	479	17	379096.000
58029	479	18	379096.000
58030	3158	14	379098.000
58031	2583	18	379098.000
58032	2688	1	379100.000
58033	1380	8	379103.000
58034	479	6	379104.000
58035	479	19	379104.000
58036	3156	9	379104.000
58037	696	7	379104.000
58038	3165	1	379105.000
58039	1102	13	379105.000
58040	696	19	379105.000
58041	3134	14	379106.000
58042	479	9	379111.000
58043	479	18	379111.000
58044	1380	8	379111.000
58045	2641	5	379112.000
58046	3134	9	379113.000
58047	2688	3	379115.000
58048	3165	1	379117.000
58049	2641	6	379126.000
58050	1380	8	379126.000
58051	2641	16	379127.000
58052	3165	3	379128.000
58053	3156	9	379128.000
58054	3033	7	379130.000
58055	3069	14	379136.000
58056	3058	17	379138.000
58057	3069	14	379138.000
58058	3166	1	379142.000
58059	3161	7	379146.000
58060	1099	8	379147.000
58061	3069	9	379150.000
58062	3012	16	379153.000
58063	3134	9	379158.000
58064	1380	8	379163.000
58065	3161	3	379164.000
58066	3165	7	379167.000
58067	3069	9	379172.000
58068	3161	8	379173.000
58069	3069	9	379175.000
58070	3128	17	379176.000
58071	3128	18	379177.000
58072	3161	4	379178.000
58073	1715	5	379194.000
58074	1715	15	379195.000
58075	3165	9	379215.000
58076	3166	3	379219.000
58077	3031	14	379224.000
58078	3166	3	379224.000
58079	3165	9	379236.000
58080	3117	7	379242.000
58081	3165	1	379245.000
58082	3165	2	379250.000
58083	1371	8	379252.000
58084	1371	9	379255.000
58085	2805	8	379256.000
58086	1068	16	379258.000
58087	3165	7	379261.000
58088	1371	9	379267.000
58089	3158	14	379267.000
58090	2805	1	379267.000
58091	2846	5	379271.000
58092	3132	6	379272.000
58093	688	19	379273.000
58094	3132	16	379273.000
58095	2805	2	379274.000
58096	3165	1	379276.000
58097	3158	9	379278.000
58098	2805	2	379280.000
58099	3158	9	379283.000
58100	2805	3	379286.000
58101	3031	14	379289.000
58102	3031	14	379298.000
58103	3142	7	379299.000
58104	3142	15	379299.000
58105	2634	9	379300.000
58106	2805	13	379302.000
58107	3033	14	379304.000
58108	3167	1	379306.000
58109	3031	14	379312.000
58110	3033	14	379318.000
58111	3167	1	379327.000
58112	3167	3	379330.000
58113	3136	4	379335.000
58114	3033	14	379338.000
58115	3136	16	379338.000
58116	3031	9	379341.000
58117	2609	17	379347.000
58118	2609	16	379348.000
58119	2609	6	379348.000
58120	2370	8	379356.000
58121	3033	14	379369.000
58122	3168	1	379375.000
58123	3033	9	379377.000
58124	1177	5	379380.000
58125	3168	3	379381.000
58126	3033	7	379382.000
58127	3168	3	379384.000
58128	3169	1	379386.000
58129	2370	3	379394.000
58130	3128	14	379404.000
58131	3143	17	379405.000
58132	3143	18	379406.000
58133	3169	2	379407.000
58134	3114	9	379408.000
58135	3143	17	379411.000
58136	3169	3	379415.000
58137	3170	1	379422.000
58138	2278	5	379423.000
58139	696	14	379423.000
58140	971	8	379424.000
58141	3169	7	379426.000
58142	3169	13	379427.000
58143	3159	17	379430.000
58144	971	7	379433.000
58145	2088	8	379436.000
58146	3170	3	379440.000
58147	479	9	379466.000
58148	2606	7	379471.000
58149	3134	8	379472.000
58150	479	9	379475.000
58151	2606	7	379477.000
58152	479	9	379478.000
58153	2641	9	379478.000
58154	3134	7	379479.000
58155	479	7	379486.000
58156	1311	17	379488.000
58157	1311	18	379488.000
58158	2251	5	379489.000
58159	1311	17	379498.000
58160	696	14	379498.000
58161	3113	5	379505.000
58162	696	14	379505.000
58163	1146	8	379510.000
58164	1017	10	379514.000
58165	2366	8	379519.000
58166	3113	7	379524.000
58167	3170	3	379535.000
58168	696	9	379535.000
58169	2606	5	379536.000
58170	2021	16	379542.000
58171	3170	9	379543.000
58172	2606	7	379545.000
58173	2606	4	379548.000
58174	2366	8	379550.000
58175	3171	1	379563.000
58176	2606	7	379569.000
58177	3171	2	379575.000
58178	3171	1	379583.000
58179	3125	5	379589.000
58180	3125	16	379590.000
58181	3171	10	379593.000
58182	3171	1	379596.000
58183	3171	2	379604.000
58184	971	14	379608.000
58185	2366	8	379615.000
58186	3172	1	379617.000
58187	2366	7	379620.000
58188	3172	3	379627.000
58189	2278	9	379629.000
58190	3130	6	379634.000
58191	2278	9	379644.000
58192	3128	14	379646.000
58193	971	14	379647.000
58194	2278	9	379648.000
58195	971	14	379653.000
58196	3128	9	379655.000
58197	2816	7	379660.000
58198	2816	19	379660.000
58199	2816	8	379672.000
58200	2606	14	379681.000
58201	2462	15	379690.000
58202	2606	14	379708.000
58203	971	9	379718.000
58204	3119	5	379727.000
58205	3119	16	379728.000
58206	1348	8	379733.000
58207	3113	7	379736.000
58208	1348	4	379739.000
58209	2906	9	379742.000
58210	1348	5	379743.000
58211	1348	6	379746.000
58212	2606	7	379750.000
58213	1348	17	379751.000
58214	1348	18	379751.000
58215	1348	7	379754.000
58216	1348	14	379760.000
58217	1325	3	379764.000
58218	2606	9	379768.000
58219	1325	17	379773.000
58220	1325	13	379774.000
58221	2627	16	379774.000
58222	696	9	379785.000
58223	3103	3	379790.000
58224	696	9	379793.000
58225	3103	3	379798.000
58226	1348	7	379806.000
58227	1348	17	379807.000
58228	1348	6	379808.000
58229	1348	4	379811.000
58230	1348	18	379812.000
58231	1348	8	379814.000
58232	2906	17	379816.000
58233	2906	18	379816.000
58234	3173	1	379826.000
58235	2606	7	379829.000
58236	3136	5	379833.000
58237	3136	15	379834.000
58238	3173	3	379836.000
58239	2606	9	379839.000
58240	3132	17	379862.000
58241	3132	18	379863.000
58242	2606	2	379893.000
58243	2627	8	379909.000
58244	3173	4	379912.000
58245	3132	19	379917.000
58246	3111	6	379917.000
58247	3111	16	379918.000
58248	3119	6	379919.000
58249	3119	16	379920.000
58250	2047	7	379926.000
58251	3031	9	379931.000
58252	3031	7	379941.000
58253	3145	4	379943.000
58254	3145	13	379943.000
58255	3058	7	379948.000
58256	574	8	379949.000
58257	3140	5	379952.000
58258	3140	15	379953.000
58259	574	5	379957.000
58260	3102	7	379961.000
58261	3173	15	379961.000
58262	2648	8	379968.000
58263	2906	17	379997.000
58264	2906	19	379997.000
58265	3103	3	380001.000
58266	1996	10	380009.000
58267	3103	3	380014.000
58268	1996	3	380015.000
58269	2671	4	380037.000
58270	574	6	380053.000
58271	1996	13	380063.000
58272	1203	8	380080.000
58273	3058	14	380088.000
58274	3125	16	380090.000
58275	2853	8	380091.000
58276	3058	14	380097.000
58277	2906	17	380097.000
58278	2906	19	380097.000
58279	3039	13	380106.000
58280	3058	14	380113.000
58281	3142	14	380120.000
58282	3058	14	380128.000
58283	811	8	380129.000
58284	3170	4	380133.000
58285	811	7	380134.000
58286	3170	13	380135.000
58287	3058	9	380137.000
58288	2906	17	380147.000
58289	2906	19	380148.000
58290	2047	14	380148.000
58291	3163	13	380149.000
58292	3033	8	380155.000
58293	3033	7	380164.000
58294	3174	1	380172.000
58295	3173	8	380177.000
58296	3033	14	380186.000
58297	3173	6	380186.000
58298	3174	2	380187.000
58299	3130	17	380188.000
58300	3033	14	380189.000
58301	696	8	380195.000
58302	3102	14	380198.000
58303	696	7	380198.000
58304	3174	2	380201.000
58305	3174	1	380204.000
58306	3166	4	380204.000
58307	3102	14	380205.000
58308	3166	13	380205.000
58309	3174	3	380207.000
58310	3166	4	380207.000
58311	3175	1	380211.000
58312	2833	16	380214.000
58313	3175	2	380220.000
58314	2066	1	380223.000
58315	141	8	380224.000
58316	3175	7	380229.000
58317	141	7	380229.000
58318	2066	9	380234.000
58319	3158	9	380251.000
58320	141	7	380256.000
58321	3158	9	380259.000
58322	141	9	380260.000
58323	3173	18	380310.000
58324	3166	4	380314.000
58325	3113	5	380327.000
58326	3074	16	380348.000
58327	3166	4	380348.000
58328	2905	18	380356.000
58329	3091	6	380359.000
58330	2103	7	380362.000
58331	2047	14	380371.000
58332	956	8	380376.000
58333	141	3	380383.000
58334	2047	14	380390.000
58335	3159	7	380391.000
58336	3145	5	380392.000
58337	3145	15	380392.000
58338	2047	14	380393.000
58339	3113	16	380396.000
58340	626	8	380396.000
58341	3176	1	380398.000
58342	626	9	380399.000
58343	2103	14	380405.000
58344	3166	3	380408.000
58345	2103	14	380408.000
58346	3166	3	380411.000
58347	3176	1	380411.000
58348	1934	8	380417.000
58349	2103	14	380419.000
58350	3148	1	380424.000
58351	3166	8	380424.000
58352	2672	8	380426.000
58353	3176	2	380428.000
58354	2047	9	380430.000
58355	2103	14	380430.000
58356	3148	3	380433.000
58357	3176	1	380437.000
58358	2672	8	380443.000
58359	3166	7	380443.000
58360	3176	10	380446.000
58361	2672	5	380447.000
58362	3140	16	380448.000
58363	2103	7	380451.000
58364	2103	14	380459.000
58365	3166	4	380463.000
58366	3159	14	380471.000
58367	1177	6	380494.000
58368	2103	8	380494.000
58369	3172	4	380497.000
58370	1177	17	380501.000
58371	3148	13	380511.000
58372	3145	5	380518.000
58373	3145	16	380518.000
58374	2787	8	380531.000
58375	2787	5	380540.000
58376	2671	5	380563.000
58377	3161	15	380570.000
58378	1907	6	380572.000
58379	1907	16	380573.000
58380	1320	8	380579.000
58381	2103	8	380585.000
58382	1320	5	380586.000
58383	3119	17	380601.000
58384	2672	5	380631.000
58385	3172	15	380648.000
58386	2001	8	380651.000
58387	2672	8	380655.000
58388	1325	7	380657.000
58389	1325	19	380658.000
58390	574	6	380659.000
58391	2672	5	380661.000
58392	574	5	380675.000
58393	3111	17	380676.000
58394	3111	18	380680.000
58395	3145	5	380698.000
58396	3145	16	380699.000
58397	971	9	380714.000
58398	2473	4	380716.000
58399	3170	5	380718.000
58400	3170	15	380719.000
58401	1320	8	380745.000
58402	1325	14	380748.000
58403	2672	5	380749.000
58404	1320	5	380750.000
58405	1325	14	380757.000
58406	211	1	380758.000
58407	1325	14	380761.000
58408	1325	9	380771.000
58409	1644	16	380774.000
58410	3177	1	380778.000
58411	1325	9	380780.000
58412	2331	8	380787.000
58413	3177	9	380789.000
58414	2331	5	380791.000
58415	1774	8	380797.000
58416	211	3	380799.000
58417	2588	8	380810.000
58418	211	3	380816.000
58419	2588	6	380821.000
58420	2906	19	380822.000
58421	3119	8	380823.000
58422	2588	17	380825.000
58423	3119	17	380831.000
58424	3178	1	380835.000
58425	3179	1	380843.000
58426	3178	2	380844.000
58427	3136	6	380847.000
58428	3178	7	380848.000
58429	3136	16	380848.000
58430	3179	10	380861.000
58431	3179	1	380863.000
58432	1282	8	380865.000
58433	3179	3	380867.000
58434	3177	9	380876.000
58435	2672	8	380887.000
58436	1774	8	380892.000
58437	2816	8	380893.000
58438	1282	8	380903.000
58439	2816	7	380903.000
58440	1282	6	380908.000
58441	3174	7	380908.000
58442	3174	13	380909.000
58443	2672	5	380917.000
58444	2846	16	380920.000
58445	3174	9	380923.000
58446	2066	7	380939.000
58447	2179	8	380942.000
58448	2390	8	380944.000
58449	681	8	380949.000
58450	2179	6	380950.000
58451	85	9	380950.000
58452	2390	3	380951.000
58453	2179	6	380957.000
58454	2043	8	380957.000
58455	2390	1	380960.000
58456	3180	1	380967.000
58457	2390	2	380970.000
58458	574	17	380972.000
58459	2390	3	380977.000
58460	574	6	380982.000
58461	3180	2	380987.000
58462	3178	14	380992.000
58463	574	17	380993.000
58464	3178	14	380995.000
58465	3178	9	381001.000
58466	3180	3	381009.000
58467	3181	1	381016.000
58468	971	8	381028.000
58469	971	7	381033.000
58470	3119	17	381047.000
58471	2816	14	381050.000
58472	2707	8	381053.000
58473	3091	17	381053.000
58474	3174	4	381054.000
58475	3091	17	381054.000
58476	3173	8	381054.000
58477	2816	14	381055.000
58478	3173	5	381058.000
58479	2707	5	381059.000
58480	3130	7	381068.000
58481	3130	19	381069.000
58482	2816	14	381070.000
58483	3091	7	381070.000
58484	3091	9	381071.000
58485	2816	14	381076.000
58486	3091	9	381076.000
58487	3101	6	381078.000
58488	3101	16	381079.000
58489	3091	7	381081.000
58490	3181	10	381090.000
58491	3182	1	381090.000
58492	2816	9	381101.000
58493	3181	7	381103.000
58494	3182	1	381107.000
58495	971	14	381110.000
58496	2066	14	381124.000
58497	3173	16	381128.000
58498	971	14	381134.000
58499	2707	6	381138.000
58500	3166	5	381141.000
58501	3166	15	381142.000
58502	2179	17	381143.000
58503	2179	18	381144.000
58504	1311	7	381145.000
58505	1311	19	381145.000
58506	3166	5	381145.000
58507	2473	5	381162.000
58508	3183	1	381163.000
58509	1311	9	381187.000
58510	1831	10	381188.000
58511	3183	1	381189.000
58512	3183	2	381194.000
58513	3130	14	381207.000
58514	1311	9	381229.000
58515	3040	16	381232.000
58516	3130	7	381249.000
58517	1311	7	381253.000
58518	971	7	381253.000
58519	3183	3	381255.000
58520	1348	8	381256.000
58521	1348	3	381258.000
58522	1348	4	381261.000
58523	3181	14	381261.000
58524	1348	13	381262.000
58525	1348	5	381264.000
58526	1348	6	381268.000
58527	1348	17	381270.000
58528	3181	14	381270.000
58529	1348	18	381271.000
58530	1348	17	381274.000
58531	3181	14	381274.000
58532	85	8	381276.000
58533	3130	1	381280.000
58534	1348	19	381280.000
58535	1831	1	381286.000
58536	1348	8	381289.000
58537	1831	1	381290.000
58538	1831	3	381299.000
58539	3130	7	381299.000
58540	2066	14	381309.000
58541	3179	4	381338.000
58542	3179	13	381339.000
58543	2066	5	381358.000
58544	2066	6	381365.000
58545	2066	4	381374.000
58546	2066	7	381379.000
58547	2906	7	381381.000
58548	365	8	381383.000
58549	2066	7	381385.000
58550	365	5	381394.000
58551	2707	6	381396.000
58552	1311	14	381413.000
58553	1765	9	381435.000
58554	1765	7	381440.000
58555	2331	6	381456.000
58556	2331	16	381456.000
58557	1311	4	381459.000
58558	3174	5	381489.000
58559	3174	15	381490.000
58560	1282	18	381491.000
58561	821	8	381502.000
58562	3184	1	381512.000
58563	3116	13	381520.000
58564	211	4	381522.000
58565	211	13	381523.000
58566	211	4	381527.000
58567	3184	1	381529.000
58568	3136	6	381530.000
58569	3136	5	381561.000
58570	3136	7	381577.000
58571	952	8	381578.000
58572	2066	9	381580.000
58573	2671	6	381581.000
58574	3136	4	381591.000
58575	3185	1	381594.000
58576	952	7	381598.000
58577	1907	18	381604.000
58578	3136	6	381605.000
58579	3186	1	381606.000
58580	2688	13	381613.000
58581	3186	1	381621.000
58582	3185	1	381622.000
58583	3136	17	381624.000
58584	3136	6	381632.000
58585	2995	16	381636.000
58586	3181	8	381652.000
58587	3181	9	381658.000
58588	2558	8	381667.000
58589	2558	7	381673.000
58590	3136	17	381673.000
58591	2390	13	381673.000
58592	3185	10	381678.000
58593	3092	16	381691.000
58594	2558	14	381718.000
58595	3185	1	381755.000
58596	3187	1	381761.000
58597	3185	1	381763.000
58598	3187	7	381769.000
58599	3185	2	381771.000
58600	3188	1	381775.000
58601	3185	3	381776.000
58602	3186	7	381778.000
58603	3187	2	381782.000
58604	3187	1	381786.000
58605	1861	8	381800.000
58606	2066	6	381803.000
58607	3188	10	381809.000
58608	1861	9	381809.000
58609	3188	3	381818.000
58610	3053	15	381835.000
58611	2066	7	381836.000
58612	2331	17	381840.000
58613	2331	18	381840.000
58614	3188	13	381841.000
58615	2390	8	381849.000
58616	2390	4	381859.000
58617	3188	8	381865.000
58618	3111	7	381869.000
58619	3111	19	381870.000
58620	2707	5	381875.000
58621	3179	7	381878.000
58622	3179	15	381879.000
58623	3179	9	381885.000
58624	245	8	381903.000
58625	1099	6	381904.000
58626	2707	6	381906.000
58627	1902	16	381906.000
58628	245	9	381908.000
58629	3179	9	381909.000
58630	3185	7	381921.000
58631	3185	13	381923.000
58632	479	8	381938.000
58633	479	7	381942.000
58634	3178	8	381942.000
58635	3183	4	381978.000
58636	3183	13	381978.000
58637	3119	7	381980.000
58638	3119	19	381981.000
58639	2672	6	382003.000
58640	1861	9	382011.000
58641	365	8	382024.000
58642	365	16	382024.000
58643	365	6	382028.000
58644	3111	14	382032.000
58645	2588	18	382053.000
58646	2179	7	382058.000
58647	2179	19	382059.000
58648	479	8	382064.000
58649	479	7	382068.000
58650	3183	4	382074.000
58651	3183	15	382075.000
58652	2707	17	382119.000
58653	1093	10	382131.000
58654	2671	17	382133.000
58655	518	3	382140.000
58656	1093	7	382141.000
58657	518	7	382148.000
58658	518	13	382149.000
58659	574	7	382153.000
58660	2588	19	382174.000
58661	2588	17	382176.000
58662	518	9	382181.000
58663	1774	8	382189.000
58664	2066	9	382196.000
58665	518	9	382196.000
58666	1774	9	382198.000
58667	518	9	382198.000
58668	1774	9	382213.000
58669	2906	8	382250.000
58670	2179	14	382254.000
58671	2906	7	382265.000
58672	1458	8	382266.000
58673	1458	3	382271.000
58674	1458	4	382278.000
58675	1458	5	382284.000
58676	1458	6	382290.000
58677	1458	17	382293.000
58678	1458	7	382297.000
58679	1458	9	382302.000
58680	2179	14	382305.000
58681	2558	8	382308.000
58682	1458	9	382308.000
58683	2179	14	382313.000
58684	3119	14	382337.000
58685	2390	5	382350.000
58686	2390	15	382350.000
58687	3119	14	382353.000
58688	574	14	382353.000
58689	2390	5	382353.000
58690	3119	14	382355.000
58691	574	14	382358.000
58692	3119	9	382360.000
58693	574	14	382360.000
58694	3183	15	382361.000
58695	574	8	382385.000
58696	3189	1	382386.000
58697	574	4	382387.000
58698	3119	9	382390.000
58699	809	10	382405.000
58700	1308	3	382405.000
58701	1458	9	382406.000
58702	1308	13	382417.000
58703	574	7	382429.000
58704	2331	19	382432.000
58705	3170	6	382438.000
58706	2331	9	382438.000
58707	2529	8	382438.000
58708	3170	16	382440.000
58709	2331	7	382450.000
58710	2529	6	382459.000
58711	3189	1	382461.000
58712	1861	8	382463.000
58713	1499	8	382465.000
58714	2787	6	382467.000
58715	2787	16	382467.000
58716	3189	7	382468.000
58717	1499	7	382472.000
58718	1831	7	382495.000
58719	1831	4	382516.000
58720	1831	9	382524.000
58721	3189	3	382534.000
58722	3168	13	382545.000
58723	1831	8	382553.000
58724	1831	4	382559.000
58725	1308	8	382560.000
58726	1308	3	382562.000
58727	2133	18	382568.000
58728	3189	13	382568.000
58729	365	8	382577.000
58730	365	18	382578.000
58731	365	17	382582.000
58732	2331	14	382589.000
58733	3174	16	382595.000
58734	2331	14	382604.000
58735	2331	17	382610.000
58736	2331	19	382612.000
58737	10	8	382614.000
58738	3136	9	382631.000
58739	3136	19	382632.000
58740	10	8	382634.000
58741	10	3	382705.000
58742	10	8	382708.000
58743	10	3	382716.000
58744	10	8	382717.000
58745	211	1	382734.000
58746	2906	14	382736.000
58747	479	8	382744.000
58748	2906	14	382856.000
58749	1342	8	382869.000
58750	2906	8	382887.000
58751	2906	7	382897.000
58752	3190	1	382897.000
58753	2906	9	382909.000
58754	3190	10	382918.000
58755	3190	1	382923.000
58756	3104	16	382929.000
58757	2641	17	382931.000
58758	2641	18	382931.000
58759	479	8	382939.000
58760	2906	9	382943.000
58761	2641	7	382944.000
58762	2641	19	382945.000
58763	2641	7	382946.000
58764	3191	1	382960.000
58765	2641	17	382961.000
58766	3191	2	382970.000
58767	3170	17	382988.000
58768	3170	18	382988.000
58769	3136	9	383009.000
58770	3136	17	383027.000
58771	3136	6	383039.000
58772	3191	10	383048.000
58773	3136	4	383052.000
58774	3136	7	383071.000
58775	2529	17	383074.000
58776	2529	18	383074.000
58777	3136	5	383083.000
58778	3191	10	383091.000
58779	3136	3	383099.000
58780	3191	1	383103.000
58781	3191	2	383124.000
58782	2787	18	383131.000
58783	3191	3	383135.000
58784	3192	1	383135.000
58785	2671	7	383145.000
58786	2671	17	383157.000
58787	3192	2	383189.000
58788	3192	3	383198.000
58789	1167	8	383233.000
58790	3193	1	383234.000
58791	1831	5	383241.000
58792	3193	1	383245.000
58793	3193	2	383249.000
58794	3193	1	383252.000
58795	3193	9	383259.000
58796	3193	7	383271.000
58797	2906	8	383305.000
58798	1861	8	383332.000
58799	2489	10	383376.000
58800	2489	7	383386.000
58801	2489	8	383423.000
58802	2489	9	383426.000
58803	2489	7	383428.000
58804	2390	6	383473.000
58805	2390	16	383473.000
58806	2390	6	383475.000
58807	2489	1	383509.000
58808	2390	7	383515.000
58809	2390	18	383515.000
58810	10	8	383520.000
58811	10	7	383527.000
58812	2390	9	383531.000
58813	10	14	383533.000
58814	2390	7	383558.000
58815	3194	1	383591.000
58816	3194	4	383598.000
58817	3194	7	383599.000
58818	3194	4	383600.000
58819	3194	3	383600.000
58820	3194	4	383656.000
58821	3194	5	383657.000
58822	3194	4	383660.000
58823	479	8	383702.000
58824	2122	16	383725.000
58825	749	8	383808.000
58826	479	6	383812.000
58827	1099	6	383813.000
58828	1762	8	383815.000
58829	3191	13	383827.000
58830	749	3	383831.000
58831	2390	6	383883.000
58832	3170	7	383897.000
58833	3170	19	383898.000
58834	1330	8	383944.000
58835	1330	4	383949.000
58836	2672	18	383952.000
58837	3195	1	383967.000
58838	3195	10	384014.000
58839	3195	1	384037.000
58840	3195	2	384047.000
58841	3195	3	384057.000
58842	3196	1	384100.000
58843	3196	7	384167.000
58844	3197	1	384193.000
58845	3197	3	384206.000
58846	3196	9	384215.000
58847	1765	4	384295.000
58848	749	4	384298.000
58849	749	13	384299.000
58850	3196	3	384304.000
58851	749	9	384314.000
58852	3170	14	384315.000
58853	749	15	384315.000
58854	3197	9	384315.000
58855	3170	14	384318.000
58856	749	9	384324.000
58857	749	7	384328.000
58858	3196	9	384334.000
58859	365	8	384341.000
58860	365	19	384345.000
58861	365	7	384352.000
58862	1099	17	384370.000
58863	1225	7	384453.000
58864	749	14	384455.000
58865	1225	8	384479.000
58866	749	14	384482.000
58867	1225	9	384485.000
58868	749	7	384488.000
58869	749	1	384503.000
58870	749	2	384514.000
58871	1330	5	384549.000
58872	1330	15	384549.000
58873	365	14	384569.000
58874	2888	4	384628.000
58875	365	9	384628.000
58876	2888	15	384629.000
58877	365	7	384660.000
58878	365	14	384675.000
58879	2385	8	384676.000
58880	365	9	384691.000
58881	3196	7	384722.000
58882	365	9	384742.000
58883	3197	4	384770.000
58884	3197	13	384770.000
58885	3197	3	384773.000
58886	3197	15	384773.000
58887	3197	1	384778.000
58888	3197	13	384778.000
58889	3197	1	384791.000
58890	3197	2	384793.000
58891	3197	3	384797.000
58892	3196	3	384895.000
58893	365	8	384911.000
58894	365	1	384918.000
58895	365	2	384924.000
58896	3196	3	384936.000
58897	3196	9	384949.000
58898	3196	13	384949.000
58899	3196	9	384969.000
58900	3198	1	385024.000
58901	3198	2	385034.000
58902	2597	4	385039.000
58903	3198	2	385043.000
58904	1330	16	385100.000
58905	3199	1	385110.000
58906	3199	3	385134.000
58907	3197	5	385176.000
58908	3197	13	385176.000
58909	48	8	385202.000
58910	48	1	385208.000
58911	48	2	385210.000
58912	3199	4	385233.000
58913	3199	13	385234.000
58914	1099	7	385260.000
58915	3183	8	385285.000
58916	3183	7	385308.000
58917	3192	4	385456.000
58918	3192	13	385457.000
58919	3197	5	385492.000
58920	3197	16	385492.000
58921	1099	14	385498.000
58922	1099	7	385570.000
58923	3183	14	385591.000
58924	2888	5	385604.000
58925	2888	15	385605.000
58926	1099	14	385608.000
58927	3183	9	385623.000
58928	1099	7	385623.000
58929	2682	5	385637.000
58930	2682	15	385639.000
58931	3183	9	385639.000
58932	3183	7	385652.000
58933	3183	14	385663.000
58934	3200	1	385714.000
58935	1099	8	385721.000
58936	3200	3	385724.000
58937	3183	2	385731.000
58938	3183	1	385739.000
58939	3199	5	385739.000
58940	3199	15	385739.000
58941	3183	10	385794.000
58942	3183	1	385803.000
58943	3201	1	385886.000
58944	3202	1	385898.000
58945	3183	10	385899.000
58946	3183	7	385909.000
58947	3203	1	385915.000
58948	3201	2	385917.000
58949	3183	9	385927.000
58950	3203	2	385928.000
58951	3203	3	385934.000
58952	3201	7	385936.000
58953	3204	1	385964.000
58954	3204	7	385985.000
58955	3204	9	386021.000
58956	3196	9	386057.000
58957	3204	9	386059.000
58958	3196	3	386059.000
58959	3201	14	386170.000
58960	3201	9	386223.000
58961	3197	16	386242.000
58962	3205	1	386243.000
58963	3205	9	386253.000
58964	3201	7	386256.000
58965	2854	13	386256.000
58966	3201	14	386265.000
58967	3201	9	386273.000
58968	3206	1	386273.000
58969	3205	3	386282.000
58970	3205	1	386290.000
58971	3206	3	386293.000
58972	3206	7	386297.000
58973	3206	9	386382.000
58974	3183	9	386383.000
58975	3200	7	386401.000
58976	3200	13	386402.000
58977	3206	8	386425.000
58978	3206	1	386430.000
58979	3206	2	386434.000
58980	3203	13	386517.000
58981	3203	7	386640.000
58982	3203	9	386654.000
58983	3199	16	386720.000
58984	2682	6	387010.000
58985	2682	16	387012.000
58986	2837	8	387046.000
58987	2837	5	387053.000
58988	2837	6	387131.000
58989	1761	17	387168.000
58990	2172	5	387283.000
58991	2172	8	387315.000
58992	2172	5	387319.000
58993	2172	6	387325.000
58994	2172	17	387347.000
58995	3192	15	387362.000
58996	2172	5	387384.000
58997	3192	8	387575.000
58998	3192	9	387590.000
58999	2624	19	387601.000
59000	3207	1	388011.000
59001	3207	2	388017.000
59002	3167	13	388024.000
59003	479	18	388265.000
59004	2682	17	388346.000
59005	2682	18	388346.000
59006	2746	10	388656.000
59007	3208	1	388700.000
59008	2746	10	388732.000
59009	2746	1	388740.000
59010	2746	3	388752.000
59011	3208	2	388760.000
59012	3208	3	388766.000
59013	2967	8	389081.000
59014	2943	5	389182.000
59015	2943	15	389183.000
59016	2682	7	389344.000
59017	2682	19	389345.000
59018	2746	4	389445.000
59019	2682	14	389462.000
59020	3208	4	389683.000
59021	2943	6	390162.000
59022	2943	17	390709.000
59023	2943	18	390710.000
59024	1876	8	391125.000
59025	2943	7	391587.000
59026	2943	19	391588.000
59027	2943	14	391719.000
59028	2943	9	391776.000
59029	3208	7	391925.000
59030	3208	14	392100.000
59031	1373	8	392640.000
59032	1380	8	393226.000
59033	2703	8	393512.000
59034	2703	17	393515.000
59035	2703	7	393641.000
59036	2703	19	393641.000
59037	2703	14	394199.000
59038	2703	9	394215.000
59039	2703	7	394220.000
59040	2703	14	394225.000
59041	2703	7	394236.000
59042	2703	14	394257.000
59043	2703	9	394300.000
59044	30	8	394443.000
59045	30	9	394461.000
59046	2673	6	394487.000
59047	3209	1	395160.000
59048	3209	2	395197.000
59049	2703	9	395453.000
59050	2703	8	395621.000
59051	2703	9	395770.000
59052	2703	8	395782.000
59053	1783	8	395852.000
59054	2703	8	395981.000
59055	37	1	397386.000
59056	2673	4	402193.000
59057	2673	18	402194.000
59058	2673	4	402332.000
59059	2673	15	402333.000
59060	2673	5	402356.000
59061	2673	15	402357.000
59062	2673	6	402437.000
59063	2673	16	402438.000
59064	2673	18	403122.000
59065	2673	17	403168.000
59066	2673	19	403206.000
59067	3210	1	403255.000
59068	2193	8	403746.000
59069	2673	19	404326.000
